Xpos,Ypos,Mag,Mag_err,flux,flux_err,type,peakflux,sigx,sigxy,sigy,sky,chisqr,class,FWHM1,FWHM2,FWHM,angle,extendedness,flag,mask,Nmask,RA,Dec,pixchk_Npos,pixchk_Nneg,pixchk_Nmask,pixchk_Ntot,pixchk_Fpos,pixchk_Fneg,time,zpt_av,zpt_00,band,mag0,MJD,MAG,MAGERR,FLT
2250.886,2251.05,-12.460999999999999,0.008,96503.0,693.3,0x00000001,8764.3,1.233309,0.000146,1.221459,44.1,23.61,0.0,2.9,2.88,2.89,-0.7,28.0,0x0000,0x0000,0,0.0,0.0,51,0,0,60,93615.0,0.0,58907.35806,29.133716,29.133716,r,16.67236396370803,58907.35806,16.67236396370803,0.008,r
2250.919,2251.12,-11.286,0.019,32681.59,557.8,0x00000001,2856.57,1.2063700000000002,-0.040530000000000004,1.295033,20.27,2.2,0.0,3.09,2.81,2.95,69.1,8.7,0x0000,0x0000,0,0.0,0.0,46,1,0,64,31334.0,-78.0,58923.28696,28.614731,28.614731,V,17.32897305664737,58923.28696,17.32897305664737,0.019,V
2250.9,2251.1679999999997,-12.077,0.018000000000000002,67708.83,1092.99,0x00000001,4900.37,1.3272030000000001,0.077279,1.409825,-292.06,2.19,0.0,3.5,2.99,3.25,-56.3,-15.5,0x0000,0x0000,0,0.0,0.0,39,7,0,72,50819.0,-1068.0,58903.27203,28.5639,28.5639,i,16.48728672672834,58903.27203,16.48728672672834,0.018000000000000002,i
2250.9210000000003,2251.124,-12.126,0.009000000000000001,70852.46,559.21,0x00000001,7157.61,1.151657,-0.048794,1.173499,-76.62,19.54,0.0,2.84,2.65,2.74,53.0,30.3,0x0000,0x0000,0,0.0,0.0,44,1,0,53,66748.0,-105.0,58883.3742,27.847616,27.847616,i,15.721728666086168,58883.3742,15.721728666086168,0.009000000000000001,i
2251.0029999999997,2251.087,-11.909,0.009000000000000001,58001.01,487.32,0x00000001,1530.74,2.291674,-0.001797,2.261726,42.34,1.03,0.0,5.41,5.32,5.36,17.6,2.9,0x0000,0x0000,0,0.0,0.0,169,0,0,202,61245.0,0.0,58885.36623,28.0369,28.0369,V,16.12831110947164,58885.36623,16.12831110947164,0.009000000000000001,V
2250.933,2251.235,-12.287,0.006999999999999999,82192.67,527.75,0x00000001,5899.38,1.339114,-0.053346000000000005,1.41596,38.37,4.05,0.0,3.44,3.07,3.26,59.5,4.7,0x0000,0x0000,0,0.0,0.0,70,1,0,75,78402.0,-51.0,58882.31979,28.683475,28.683475,g,16.396392278549392,58882.31979,16.396392278549392,0.006999999999999999,g
2250.908,2251.135,-12.142000000000001,0.011000000000000001,71924.76,704.12,0x00000001,1985.92,2.208065,-0.00735,2.242461,34.22,1.07,0.0,5.35,5.14,5.24,56.5,-4.7,0x0000,0x0000,0,0.0,0.0,156,0,0,191,71329.0,0.0,58885.35638,28.7012,28.7012,g,16.559003946494666,58885.35638,16.559003946494666,0.011000000000000001,g
2250.978,2251.055,-12.159,0.009000000000000001,73022.13,572.75,0x00000001,4210.82,1.592283,0.006609,1.48968,-38.49,1.06,0.0,3.75,3.5,3.63,-6.6,-2.6,0x0000,0x0000,0,0.0,0.0,68,0,0,96,65755.0,0.0,58895.28439,28.3987,28.3987,r,16.240063757904416,58895.28439,16.240063757904416,0.009000000000000001,r
2251.0229999999997,2251.12,-12.57,0.006,106624.15,634.49,0x00000001,9682.44,1.233309,0.000146,1.221459,2.28,8.92,0.0,2.9,2.88,2.89,-0.7,-12.3,0x0000,0x0000,0,0.0,0.0,57,0,0,60,99714.0,0.0,58906.27355,29.137828,29.137828,r,16.568189044936926,58906.27355,16.568189044936926,0.006,r
2250.9829999999997,2251.013,-13.696,0.003,301016.74,781.97,0x00000001,17897.7,1.456006,0.017247,1.579002,33.47,4.46,0.0,3.74,3.41,3.58,-77.0,-2.5,0x0000,0x0000,0,0.0,0.0,89,0,0,89,285229.0,0.0,58869.34682,27.6495,27.6495,r,13.953023379890201,58869.34682,13.953023379890201,0.003,r
2250.9770000000003,2251.251,-12.182,0.008,74626.95,531.8,0x00000001,5356.49,1.339114,-0.053346000000000005,1.41596,23.45,6.02,0.0,3.44,3.07,3.26,59.5,11.6,0x0000,0x0000,0,0.0,0.0,72,0,0,76,70980.0,0.0,58875.37718,27.84155,27.84155,g,15.659310769030803,58875.37718,15.659310769030803,0.008,g
2250.88,2251.189,-11.913,0.01,58236.61,535.99,0x00000001,5882.84,1.151657,-0.048794,1.173499,-126.47,17.49,0.0,2.84,2.65,2.74,53.0,23.4,0x0000,0x0000,0,0.0,0.0,40,2,0,52,53885.0,-189.0,58894.309,28.233706,28.233706,i,16.32071578397757,58894.309,16.32071578397757,0.01,i
2251.007,2251.09,-11.525,0.005,40725.52,170.93,0x00000001,1900.46,1.83673,-0.010962999999999999,1.595274,6.07,2.77,0.0,4.33,3.75,4.04,6.4,26.9,0x0000,0x0000,0,0.0,0.0,100,0,0,115,38890.0,0.0,58870.31922,25.821,25.821,V,14.296333404338762,58870.31922,14.296333404338762,0.005,V
2250.647,3193.7070000000003,-11.099,0.0,27518.16,0.0,0x00000002,1459.56,1.43677,0.186152,1.6419650000000001,-14.37,139.77,0.0,4.88,2.98,3.93,-53.5,37.5,0x0000,0x0000,0,0.0,0.0,66,10,0,100,26635.0,-297.0,58893.29361,28.271782,28.271782,u,17.172733521345865,58893.29361,17.172733521345865,0.0,u
2250.9120000000003,2251.259,-12.860999999999999,0.003,139483.79,435.12,0x00000001,10011.55,1.339114,-0.053346000000000005,1.41596,37.83,12.97,0.0,3.44,3.07,3.26,59.5,19.4,0x0000,0x0000,0,0.0,0.0,73,0,0,75,131546.0,0.0,58871.35378,27.855968,27.855968,g,14.994658651631962,58871.35378,14.994658651631962,0.003,g
2250.763,2251.291,-12.003,0.006,63241.28,375.01,0x00000001,3792.09,1.4814209999999999,-0.023829,1.537785,47.78,8.16,0.0,3.68,3.44,3.56,62.3,-2.7,0x0000,0x0000,0,0.0,0.0,84,0,0,89,64424.0,0.0,58875.38076,27.0917,27.0917,V,15.089198371386606,58875.38076,15.089198371386606,0.006,V
2250.842,2251.7329999999997,-10.780999999999999,0.013999999999999999,20525.05,273.73,0x00000001,1415.91,1.3665049999999999,-0.062967,1.440205,12.44,7.24,0.0,3.55,3.1,3.32,56.5,34.5,0x0000,0x0000,0,0.0,0.0,57,0,0,78,20418.0,0.0,58875.38179,27.137235,27.137235,B,16.356524440612944,58875.38179,16.356524440612944,0.013999999999999999,B
2250.871,2251.847,-12.057,0.004,66511.38,261.48,0x00000001,4587.58,1.3665049999999999,-0.062967,1.440205,22.15,6.4,0.0,3.55,3.1,3.32,56.5,21.4,0x0000,0x0000,0,0.0,0.0,76,0,0,77,63840.0,0.0,58872.35992,27.888007,27.888007,B,15.83076710296885,58872.35992,15.83076710296885,0.004,B
2250.964,2251.174,-11.985,0.012,62236.16,710.47,0x00000001,5438.49,1.2063700000000002,-0.040530000000000004,1.295033,47.66,2.15,0.0,3.09,2.81,2.95,69.1,9.6,0x0000,0x0000,0,0.0,0.0,52,0,0,64,62720.0,0.0,58921.25843,29.285496,29.285496,V,17.300389028407828,58921.25843,17.300389028407828,0.012,V
2251.022,2251.248,-12.093,0.006999999999999999,68729.15,433.43,0x00000001,3912.44,1.50196,0.001591,1.600082,8.74,2.66,0.0,3.77,3.54,3.65,-88.3,-7.4,0x0000,0x0000,0,0.0,0.0,84,0,0,95,64941.0,0.0,58876.36475,27.8715,27.8715,g,15.778647567864201,58876.36475,15.778647567864201,0.006999999999999999,g
2250.7960000000003,2251.783,-12.095999999999998,0.008,68924.35,477.5,0x00000001,4753.99,1.3665049999999999,-0.062967,1.440205,80.69,3.7,0.0,3.55,3.1,3.32,56.5,16.6,0x0000,0x0000,0,0.0,0.0,73,0,0,79,70027.0,0.0,58905.30594,29.66005,29.66005,B,17.56411830218294,58905.30594,17.56411830218294,0.008,B
2250.969,2251.297,-9.394,0.031,5723.45,164.51,0x00000001,303.58,1.558437,-0.035162,1.648309,7.12,1.75,0.0,3.99,3.59,3.79,60.9,8.0,0x0000,0x0000,0,0.0,0.0,71,0,0,102,6064.0,0.0,58876.36632,27.495039,27.495039,u,18.1008942670507,58876.36632,18.1008942670507,0.031,u
2250.974,2251.235,-12.539000000000001,0.013999999999999999,103677.26,1296.16,0x00000001,7443.89,1.339114,-0.053346000000000005,1.41596,-192.78,3.33,0.0,3.44,3.07,3.26,59.5,2.6,0x0000,0x0000,0,0.0,0.0,53,4,0,76,89362.0,-827.0,58921.24681,29.970868,29.970868,g,17.4316592223229,58921.24681,17.4316592223229,0.013999999999999999,g
2250.868,2251.134,-11.823,0.009000000000000001,53609.87,433.66,0x00000001,4685.14,1.2063700000000002,-0.040530000000000004,1.295033,59.97,1.86,0.0,3.09,2.81,2.95,69.1,6.1,0x0000,0x0000,0,0.0,0.0,56,0,0,64,53661.0,0.0,58909.369,28.730243,28.730243,V,16.90713111476415,58909.369,16.90713111476415,0.009000000000000001,V
2250.923,2251.167,-11.985,0.016,62207.86,890.56,0x00000001,6285.46,1.151657,-0.048794,1.173499,-276.51,7.43,0.0,2.84,2.65,2.74,53.0,14.3,0x0000,0x0000,0,0.0,0.0,34,7,0,53,52911.0,-1138.0,58909.35704,28.819772,28.819772,i,16.835158846192314,58909.35704,16.835158846192314,0.016,i
2250.783,2251.7889999999998,-11.222999999999999,0.013999999999999999,30848.47,403.86,0x00000001,2127.49,1.3665049999999999,-0.062967,1.440205,37.85,1.79,0.0,3.55,3.1,3.32,56.5,-8.6,0x0000,0x0000,0,0.0,0.0,69,0,0,79,31020.0,0.0,58904.33742,28.802727,28.802727,B,17.579642927296867,58904.33742,17.579642927296867,0.013999999999999999,B
2250.828,2251.744,-11.107000000000001,0.016,27719.02,420.02,0x00000001,1613.14,1.5019049999999998,0.064449,1.547793,10.41,1.7,0.0,3.9,3.34,3.62,-50.7,-30.9,0x0000,0x0000,0,0.0,0.0,63,0,0,94,25781.0,0.0,58907.37604,28.6613,28.6613,B,17.55435532044241,58907.37604,17.55435532044241,0.016,B
2250.895,2251.161,-12.34,0.011000000000000001,86294.7,856.76,0x00000001,6194.77,1.339114,-0.053346000000000005,1.41596,48.42,2.61,0.0,3.44,3.07,3.26,59.5,-0.8,0x0000,0x0000,0,0.0,0.0,65,0,0,72,81410.0,0.0,58907.36338,29.397367,29.397367,g,17.05740669180806,58907.36338,17.05740669180806,0.011000000000000001,g
2250.931,2251.138,-11.972999999999999,0.01,61520.93,544.68,0x00000001,4070.91,1.463288,-0.020692,1.411638,43.77,1.66,0.0,3.48,3.29,3.39,25.0,14.3,0x0000,0x0000,0,0.0,0.0,67,0,0,82,60628.0,0.0,58907.37341,28.7617,28.7617,V,16.789142770028292,58907.37341,16.789142770028292,0.01,V
2250.632,2251.27,-8.96,0.11199999999999999,3836.47,393.89,0x00000001,203.09,1.558437,-0.035162,1.648309,-27.02,2.22,0.0,3.99,3.59,3.79,60.9,-8.1,0x0000,0x0000,0,0.0,0.0,19,11,0,102,1984.0,-734.0,58923.27942,28.468097,28.468097,u,19.508267483743744,58923.27942,19.508267483743744,0.11199999999999999,u
2250.791,2251.774,-12.319,0.006,84683.22,435.37,0x00000001,5841.05,1.3665049999999999,-0.062967,1.440205,67.35,5.66,0.0,3.55,3.1,3.32,56.5,17.0,0x0000,0x0000,0,0.0,0.0,75,0,0,79,83631.0,0.0,58882.33179,29.354992,29.354992,B,17.03549859174598,58882.33179,17.03549859174598,0.006,B
2250.994,2251.2270000000003,-12.2,0.009000000000000001,75876.82,597.49,0x00000001,4450.85,1.505318,-0.017775,1.547981,21.33,1.71,0.0,3.69,3.51,3.6,62.0,-5.2,0x0000,0x0000,0,0.0,0.0,76,0,0,93,71579.0,0.0,58884.37103,28.6891,28.6891,g,16.488827196744683,58884.37103,16.488827196744683,0.009000000000000001,g
2250.908,2251.181,-11.06,0.018000000000000002,26539.21,435.17,0x00000001,2682.1,1.151657,-0.048794,1.173499,-114.85,8.25,0.0,2.84,2.65,2.74,53.0,21.6,0x0000,0x0000,0,0.0,0.0,34,7,0,53,22957.0,-477.0,58908.30123,27.840347,27.840347,i,16.780627022607664,58908.30123,16.780627022607664,0.018000000000000002,i
2250.936,2251.049,-12.001,0.019,63166.39,1130.5,0x00000001,5889.98,1.178666,-0.032305,1.243788,66.23,1.61,0.0,2.96,2.75,2.85,69.3,9.4,0x0000,0x0000,0,0.0,0.0,52,0,0,60,63279.0,0.0,58904.32282,28.541,28.541,i,16.539784856516626,58904.32282,16.539784856516626,0.019,i
2250.929,2251.152,-12.255999999999998,0.02,79856.24,1473.86,0x00000001,5388.3,1.3290600000000001,0.045127999999999995,1.5195239999999999,-435.3,4.09,0.0,3.64,3.09,3.36,-72.9,-3.8,0x0000,0x0000,0,0.0,0.0,39,16,0,79,57777.0,-4304.0,58911.19852,29.0018,29.0018,i,16.746027855617623,58911.19852,16.746027855617623,0.02,i
2250.97,2251.163,-12.523,0.019,102099.99,1751.65,0x00000001,9271.17,1.233309,0.000146,1.221459,-172.01,2.82,0.0,2.9,2.88,2.89,-0.7,8.3,0x0001,0x8074,4,0.0,0.0,41,0,0,60,89684.0,0.0,58921.23906,29.671271,29.671271,r,17.1487067511232,58921.23906,17.1487067511232,0.019,r
2251.027,2251.194,-11.765999999999998,0.005,50872.67,250.12,0x00000001,4445.73,1.2063700000000002,-0.040530000000000004,1.295033,46.35,3.43,0.0,3.09,2.81,2.95,69.1,4.7,0x0000,0x0000,0,0.0,0.0,65,0,0,65,50260.0,0.0,58882.33001,27.730892,27.730892,V,15.964680670673097,58882.33001,15.964680670673097,0.005,V
2251.26,2251.103,-9.484,0.069,6217.7,396.37,0x00000001,151.13,2.360584,-0.003573,2.3860419999999998,11.1,0.99,0.0,5.65,5.53,5.59,59.0,0.9,0x0000,0x0000,0,0.0,0.0,72,1,0,225,6135.0,-44.0,58885.35848,28.2381,28.2381,u,18.754025590537346,58885.35848,18.754025590537346,0.069,u
2250.976,2251.061,-12.425,0.008,93336.77,720.94,0x00000001,8475.21,1.233309,0.000146,1.221459,-102.23,5.26,0.0,2.9,2.88,2.89,-0.7,4.0,0x0000,0x0000,0,0.0,0.0,47,1,0,61,82829.0,-118.0,58911.19578,29.165249,29.165249,r,16.740117080821506,58911.19578,16.740117080821506,0.008,r
2250.897,2251.2,-12.137,0.009000000000000001,71554.72,606.89,0x00000001,5135.92,1.339114,-0.053346000000000005,1.41596,8.13,2.63,0.0,3.44,3.07,3.26,59.5,-3.6,0x0000,0x0000,0,0.0,0.0,60,1,0,73,66305.0,-76.0,58894.31054,28.957367,28.957367,g,16.820771283434702,58894.31054,16.820771283434702,0.009000000000000001,g
2250.827,2251.8,-12.402000000000001,0.008,91370.14,644.01,0x00000001,6302.04,1.3665049999999999,-0.062967,1.440205,69.42,3.73,0.0,3.55,3.1,3.32,56.5,19.6,0x0000,0x0000,0,0.0,0.0,75,0,0,78,91105.0,0.0,58883.38041,29.488237,29.488237,B,17.086226274122545,58883.38041,17.086226274122545,0.008,B
2250.938,2251.149,-11.943,0.006,59880.37,356.99,0x00000001,5233.22,1.2063700000000002,-0.040530000000000004,1.295033,80.46,5.9,0.0,3.09,2.81,2.95,69.1,28.0,0x0000,0x0000,0,0.0,0.0,61,0,0,64,60788.0,0.0,58883.37883,28.018002,28.018002,V,16.074790812052342,58883.37883,16.074790812052342,0.006,V
2250.9,2251.252,-12.706,0.005,120870.42,557.12,0x00000001,6994.48,1.5331110000000001,-0.005483,1.541858,-95.89,3.26,0.0,3.65,3.6,3.62,56.9,-6.8,0x0000,0x0000,0,0.0,0.0,74,4,0,95,107725.0,-348.0,58875.37604,27.4074,27.4074,i,14.70159992201199,58875.37604,14.70159992201199,0.005,i
2250.929,2251.218,-12.645,0.004,114332.54,380.69,0x00000001,8206.66,1.339114,-0.053346000000000005,1.41596,48.17,14.24,0.0,3.44,3.07,3.26,59.5,10.1,0x0000,0x0000,0,0.0,0.0,72,0,0,74,108836.0,0.0,58872.35361,27.855913,27.855913,g,15.210488370398156,58872.35361,15.210488370398156,0.004,g
2250.925,2251.252,-9.031,0.085,4096.4,320.58,0x00000001,217.35,1.558437,-0.035162,1.648309,8.15,1.28,0.0,3.99,3.59,3.79,60.9,7.7,0x0000,0x0000,0,0.0,0.0,55,0,0,102,4791.0,0.0,58895.28938,28.213013,28.213013,u,19.182007106331177,58895.28938,19.182007106331177,0.085,u
2250.839,2239.906,-11.957,0.024,60652.29,1324.75,0x00000001,6278.63,1.130347,-0.092677,1.1607020000000001,37.51,12.91,0.0,2.88,2.54,2.71,51.1,-7.4,0x0000,0x0000,0,0.0,0.0,34,5,0,51,55788.0,-1685.0,58923.27495,28.8109,28.8109,i,16.853781992946182,58923.27495,16.853781992946182,0.024,i
2251.014,2251.127,-13.130999999999998,0.005,178791.6,785.45,0x00000001,12271.72,1.297718,0.018324,1.534877,-20.88,35.82,0.0,3.62,3.05,3.34,-83.9,-0.8,0x0000,0x0000,0,0.0,0.0,66,0,0,77,168300.0,0.0,58871.35235,27.4004,27.4004,i,14.269532222789623,58871.35235,14.269532222789623,0.005,i
2250.913,2251.111,-11.072000000000001,0.021,26832.52,517.48,0x00000001,570.88,2.647552,0.007304000000000001,2.4259150000000003,3.11,1.07,0.0,6.28,5.68,5.98,-14.1,-4.8,0x0000,0x0000,0,0.0,0.0,111,0,0,250,23325.0,0.0,58896.29249,27.933,27.933,g,16.861346345649544,58896.29249,16.861346345649544,0.021,g
2250.915,2251.1679999999997,-12.427999999999999,0.015,93541.09,1272.82,0x00000001,9450.76,1.151657,-0.048794,1.173499,-499.14,10.24,0.0,2.84,2.65,2.74,53.0,18.5,0x0000,0x0000,0,0.0,0.0,34,11,0,53,78033.0,-2365.0,58908.30253,29.216538,29.216538,i,16.789031934309456,58908.30253,16.789031934309456,0.015,i
2250.966,2251.1020000000003,-12.24,0.008,78737.47,582.03,0x00000001,7150.58,1.233309,0.000146,1.221459,-49.09,6.46,0.0,2.9,2.88,2.89,-0.7,9.3,0x0000,0x0000,0,0.0,0.0,51,0,0,60,71696.0,0.0,58909.35484,28.939336,28.939336,r,16.698882360284713,58909.35484,16.698882360284713,0.008,r
2250.92,2251.163,-11.48,0.009000000000000001,39101.1,320.5,0x00000001,3416.75,1.2063700000000002,-0.040530000000000004,1.295033,56.4,6.19,0.0,3.09,2.81,2.95,69.1,29.8,0x0000,0x0000,0,0.0,0.0,57,0,0,64,40073.0,0.0,58893.3013,28.003097,28.003097,V,16.522624561931668,58893.3013,16.522624561931668,0.009000000000000001,V
2250.924,2251.1479999999997,-9.412,0.013000000000000001,5820.31,71.33,0x00000001,528.53,1.233309,0.000146,1.221459,-11.39,2.98,0.0,2.9,2.88,2.89,-0.7,23.7,0x0000,0x0000,0,0.0,0.0,37,4,0,61,5099.0,-51.0,58905.28134,26.082418,26.082418,r,16.67005270860553,58905.28134,16.67005270860553,0.013000000000000001,r
