event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
LSQ12gdj,56237.5,18.3,,F,,,,"2012ATel.4566....1C,Latest Supernovae"
LSQ12gdj,56242.05339,17.487,0.012,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56242.05846,17.184,0.008,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56242.06586,17.037,0.008,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56242.07164,17.006,0.009,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56242.10,17.02,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56242.10,17.47,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56242.10,17.19,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56242.10,17.05,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56243.05085,17.218,0.01,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56243.05672,16.943,0.007,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56243.06756,16.801,0.008,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56243.07416,16.743,0.007,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56243.10,16.76,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56243.10,17.20,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56243.10,16.94,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56243.10,16.81,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56243.8292,16.555,0.069,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56243.90,16.65,0.07,F,B,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56243.90,15.41,0.05,F,U,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56243.90,18.63,0.11,F,UVM2,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56243.90,16.56,0.08,F,UVW1,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56243.90,18.34,0.11,F,UVW2,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56243.90,16.77,0.09,F,V,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56243.9305,15.456,0.061,F,U,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56243.9315,16.734,0.062,F,B,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56243.9339,18.319,0.104,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56243.9362,16.691,0.075,F,V,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56243.9391,18.592,0.102,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56245.00,16.38,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56245.00,16.81,0.02,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56245.00,16.52,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56245.00,17.28,0.01,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56245.04832,16.569,0.009,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56245.05497,16.844,0.012,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56245.06109,16.435,0.009,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56245.06637,16.357,0.009,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56245.10,16.40,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56245.10,16.84,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56245.10,16.57,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56245.10,16.46,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56246.00,16.29,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56246.00,16.30,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56246.00,16.72,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56246.00,16.74,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56246.00,16.45,0.02,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56246.00,16.46,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56246.00,16.34,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56246.00,17.05,0.02,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56246.03314,16.464,0.009,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56246.03846,16.758,0.01,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56246.04561,16.328,0.009,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56246.05105,16.25,0.009,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56246.20,16.25,0.06,F,B,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56246.20,15.16,0.04,F,U,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56246.20,18.57,0.11,F,UVM2,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56246.20,16.34,0.08,F,UVW1,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56246.20,18.07,0.10,F,UVW2,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56246.20,16.34,0.08,F,V,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56246.2453,16.328,0.066,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56246.2463,15.155,0.053,F,U,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56246.2467,16.292,0.059,F,B,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56246.2480,18.041,0.094,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56246.2495,16.287,0.069,F,V,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56246.2513,18.540,0.101,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56247.00,16.17,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56247.00,16.65,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56247.00,16.31,0.02,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56247.00,16.95,0.02,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56247.06691,16.364,0.009,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56247.07319,16.684,0.011,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56247.0977,16.242,0.01,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56247.10,16.18,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56247.10,16.67,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56247.10,16.35,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56247.10,16.24,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56247.10404,16.162,0.009,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56248.07009,16.09,0.007,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56248.0752,16.153,0.007,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56248.08103,16.286,0.007,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56248.08569,16.636,0.009,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56248.10,16.11,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56248.10,16.11,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56248.10,16.62,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56248.10,16.62,0.02,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56248.10,16.26,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56248.10,16.29,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56248.10,16.16,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56248.10,16.86,0.02,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56249.00,16.04,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56249.00,16.59,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56249.00,16.19,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56249.00,16.09,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56249.02726,16.206,0.006,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56249.03184,16.613,0.009,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56249.03789,15.999,0.009,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56249.04291,16.074,0.009,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56249.1760,16.388,0.067,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56249.1772,15.017,0.052,F,U,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56249.1778,16.039,0.058,F,B,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56249.1795,18.041,0.095,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56249.1813,16.161,0.067,F,V,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56249.1837,18.384,0.098,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56249.20,16.02,0.05,F,B,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56249.20,15.02,0.04,F,U,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56249.20,18.42,0.10,F,UVM2,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56249.20,16.40,0.08,F,UVW1,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56249.20,18.07,0.10,F,UVW2,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56249.20,16.21,0.08,F,V,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56250.00,15.99,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56250.00,16.58,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56250.00,16.12,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56250.00,16.04,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56250.03495,16.596,0.013,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56250.03973,16.144,0.01,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56250.04542,15.975,0.01,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56250.05042,16.054,0.009,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56250.10,15.98,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56250.10,16.58,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56250.10,16.14,0.02,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56250.10,16.71,0.02,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56251.00,15.97,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56251.00,16.55,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56251.00,16.06,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56251.00,16.02,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56251.03353,16.0,0.012,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56251.03823,15.945,0.01,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56251.04302,16.065,0.01,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56251.04683,16.541,0.014,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56252.00,15.97,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56252.00,16.57,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56252.00,16.03,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56252.00,16.00,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56252.03958,16.058,0.01,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56252.04379,16.586,0.012,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56252.0488,16.011,0.009,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56252.05306,15.945,0.009,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56252.10,15.98,0.05,F,B,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56252.10,15.93,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56252.10,16.59,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56252.10,16.04,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56252.10,15.08,0.04,F,U,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56252.10,18.49,0.10,F,UVM2,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56252.10,16.61,0.08,F,UVW1,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56252.10,18.21,0.11,F,UVW2,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56252.10,16.15,0.07,F,V,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56252.10,16.71,0.01,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56252.1161,16.605,0.069,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56252.1178,15.082,0.052,F,U,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56252.1187,16.025,0.057,F,B,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56252.1215,18.188,0.099,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56252.1240,16.101,0.066,F,V,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56252.1282,18.456,0.098,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56253.00,15.98,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56253.00,16.58,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56253.00,16.00,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56253.00,15.98,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56253.03788,16.014,0.007,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56253.04198,16.598,0.009,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56253.0472,15.991,0.006,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56253.05144,15.957,0.009,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56253.10,15.92,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56253.10,16.61,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56253.10,16.03,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56253.10,16.68,0.01,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56254.07733,15.969,0.01,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56254.08233,15.984,0.008,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56254.08792,15.976,0.007,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56254.09181,16.608,0.011,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56254.10,15.99,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56254.10,15.90,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56254.10,16.58,0.02,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56254.10,16.60,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56254.10,15.96,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56254.10,16.02,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56254.10,15.96,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56254.10,16.64,0.01,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56255.05609,15.967,0.009,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56255.06005,16.623,0.009,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56255.0649,15.977,0.009,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56255.06906,15.955,0.009,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56255.10,15.99,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56255.10,15.93,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56255.10,16.60,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56255.10,16.62,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56255.10,15.95,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56255.10,15.97,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56255.10,15.96,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56255.10,16.69,0.02,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56255.1540,16.971,0.074,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56255.1555,15.355,0.058,F,U,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56255.1562,16.036,0.058,F,B,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56255.1579,18.406,0.106,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56255.1603,16.068,0.066,F,V,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56255.1629,18.659,0.104,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56255.20,16.00,0.05,F,B,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56255.20,15.36,0.05,F,U,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56255.20,18.69,0.11,F,UVM2,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56255.20,16.98,0.08,F,UVW1,UVOT,Swift,2015A&A...579A..40S
