event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
LSQ12gdj,56270.80,20.48,0.32,F,UVM2,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56270.80,18.93,0.16,F,UVW1,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56270.80,20.08,0.25,F,UVW2,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56270.80,16.66,0.09,F,V,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56272.10,16.95,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56272.10,17.29,0.03,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56272.10,16.63,0.02,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56272.10,17.20,0.02,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56273.10,17.02,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56273.10,17.27,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56273.10,16.63,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56273.10,17.17,0.01,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56274.10,17.03,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56274.10,17.19,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56274.10,16.65,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56274.10,17.20,0.02,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56275.06979,17.566,0.013,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56275.07359,16.849,0.012,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56275.07741,16.671,0.011,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56275.08108,17.226,0.015,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56275.10,17.60,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56275.10,17.17,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56275.10,17.20,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56275.10,17.23,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56275.10,16.65,0.02,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56275.10,16.69,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56275.10,16.85,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56275.10,17.12,0.01,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56276.10,17.34,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56276.10,17.22,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56276.10,16.69,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56276.10,17.17,0.01,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56277.10,17.40,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56277.10,17.18,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56277.10,16.71,0.03,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56277.10,17.17,0.02,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56278.10,17.50,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56278.10,17.17,0.03,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56278.10,16.76,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56278.10,17.17,0.01,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56279.10,17.52,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56279.10,17.19,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56279.10,16.79,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56279.10,17.20,0.02,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56279.3982,19.782,0.269,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56279.40,18.18,0.12,F,B,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56279.4000,18.354,0.144,F,U,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56279.40,18.40,0.17,F,U,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56279.40,19.61,0.26,F,UVW1,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56279.40,17.11,0.10,F,V,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56279.4007,18.084,0.095,F,B,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56279.4025,20.640,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56279.4052,17.001,0.088,F,V,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56279.4075,20.739,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56282.10,17.81,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56282.10,17.18,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56282.10,16.87,0.02,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56282.10,17.21,0.14,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56283.10,18.36,0.02,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56283.10,17.89,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56283.10,17.22,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56283.10,17.23,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56283.10,16.92,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56283.10,16.93,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56283.10,17.24,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56283.10,17.24,0.03,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56283.10745,18.337,0.018,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56283.11152,17.292,0.011,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56283.11603,16.911,0.009,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56283.1203,17.257,0.012,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56284.00,18.42,0.02,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56284.00,17.26,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56284.00,16.96,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56284.00,17.31,0.02,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56284.02515,17.379,0.024,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56284.03052,17.349,0.012,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56284.03605,18.393,0.021,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56284.04243,16.935,0.009,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56284.04767,17.278,0.011,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56284.10,17.86,0.02,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56284.10,17.15,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56284.10,16.97,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56284.10,17.28,0.02,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56285.00,18.44,0.02,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56285.00,17.26,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56285.00,17.01,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56285.00,17.31,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56285.02434,17.373,0.014,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56285.03088,18.415,0.018,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56285.03691,16.989,0.01,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56285.04191,17.277,0.014,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56285.10,18.03,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56285.10,17.23,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56285.10,16.96,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56285.10,17.37,0.02,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56286.10,18.02,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56286.10,17.26,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56286.10,17.05,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56286.10,17.34,0.02,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56286.30,18.76,0.17,F,B,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56286.30,19.02,0.25,F,U,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56286.30,17.49,0.13,F,V,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56286.3249,20.258,,T,UVW1,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56286.3261,18.944,0.195,F,U,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56286.3268,18.595,0.120,F,B,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56286.3288,20.672,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56286.3306,17.348,0.104,F,V,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56286.3333,20.737,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56287.10,18.06,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56287.10,17.37,0.02,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56287.10,17.02,0.02,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56287.10,17.32,0.01,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56288.00,18.59,0.02,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56288.00,17.37,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56288.00,17.12,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56288.00,17.43,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56288.03238,17.51,0.011,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56288.03901,18.551,0.019,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56288.0455,17.102,0.009,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56288.04997,17.378,0.012,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56288.10,18.17,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56288.10,17.38,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56288.10,17.10,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56288.10,17.44,0.02,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56289.10,18.18,0.02,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56289.10,17.45,0.03,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56289.10,17.10,0.02,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56289.10,17.41,0.02,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56290.10,18.25,0.02,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56290.10,17.46,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56290.10,17.18,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56290.10,17.52,0.03,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56291.10,18.33,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56291.10,17.49,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56291.10,17.27,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56291.10,17.61,0.02,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56292.00,17.54,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56292.00,17.29,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56292.00,17.62,0.02,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56292.01785,17.657,0.169,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56292.02377,17.691,0.017,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56292.03341,17.267,0.009,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56292.03836,17.543,0.012,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56293.40,19.11,0.24,F,B,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56293.40,18.98,0.28,F,U,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56293.40,19.91,0.33,F,UVW1,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56293.40,17.71,0.16,F,V,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56293.4242,20.119,,T,UVW1,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56293.4259,18.906,0.230,F,U,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56293.4266,18.890,0.169,F,B,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56293.4283,20.612,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56293.4310,17.540,0.122,F,V,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56293.4331,20.718,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56294.00,17.68,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56294.00,17.40,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56294.00,17.77,0.02,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56294.04054,17.688,0.015,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56294.04506,17.373,0.009,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56294.05151,17.808,0.009,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56296.04196,17.902,0.009,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56296.04904,17.481,0.006,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56296.05361,17.8,0.01,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56296.10,17.77,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56296.10,17.49,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56296.10,17.84,0.02,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56297.05566,17.945,0.01,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56297.06276,17.852,0.012,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56297.06732,17.549,0.007,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56297.10,17.83,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56297.10,17.55,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56297.10,17.89,0.02,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56299.05186,18.036,0.009,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56299.05758,17.968,0.012,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56299.06203,17.631,0.009,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56299.10,17.95,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56299.10,17.64,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56299.10,17.98,0.02,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56300.10,19.17,0.25,F,B,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56300.10,18.13,0.22,F,V,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56300.1060,20.107,,T,UVW1,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56300.1076,19.351,0.323,F,U,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56300.1085,18.939,0.173,F,B,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56300.1109,20.602,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56300.1132,17.896,0.154,F,V,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56300.1166,20.692,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56316.00,18.77,0.04,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56316.00,18.31,0.03,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56316.00,18.48,0.04,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56316.02837,18.315,0.033,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56316.03532,18.787,0.039,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56316.04067,18.248,0.012,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56318.00,18.55,0.03,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56318.02346,18.552,0.06,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56318.03024,18.554,0.043,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56319.02644,18.578,0.042,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56319.03266,18.619,0.046,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56319.03736,18.653,0.046,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56320.03251,18.642,0.053,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56679.7609,19.891,,T,UVW1,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56679.7620,19.351,,T,U,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56679.7627,19.717,,T,B,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56679.7646,20.389,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56679.7662,18.782,,T,V,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56679.7692,20.516,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B